Job Title,Company,Location,Salary Estimate,Rating,Description,Headquarters,Size,Founded,Ownership,Industry,Sector,Revenue,Competitors
Data Scientist,University of Oklahoma,"Oklahoma City, OK",-1,4.1,"Responsible for department data analytics, collecting large amounts of data, interpreting data, aiding in departmental data issues, and other datadriven initiatives for the department.
Duties:
Meets with team members regarding projects
Collects and interprets data and aid in all department data needs
Automates and integrates processes
Develops processes for formulation of data
driven solutions for improvements
Develops complex models that integrate business rules and requirements
Creates machine...",-1,5001 to 10000 Employees,1890,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),-1
Data Scientist I - Hybrid,Radian,"New York, NY",$78K - $112K (Employer provided),3.7,"See yourself at Radian? We see you here too.
At Radian, we see you. For the person you are and the potential you hold. That’s why we’ve embraced a new way of working that lets our people across the country be themselves, be their best and be their boldest. Because when each of us is truly seen, each of us gives our best – and at Radian, we’ll give you our best right back.
Studies have shown that job seekers may hesitate to apply for jobs unless they meet every single qualification listed. We str...",-1,1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $5 billion (USD),-1
AI/ML Engineer,MillerKnoll,"Zeeland, MI",$62K - $95K (Glassdoor est.),3.4,"Why join us?

Our purpose is to design for the good of humankind. It’s the ideal we strive toward each day in everything we do. Being a part of MillerKnoll means being a part of something larger than your work team, or even your brand. We are redefining modern for the 21st century. And our success allows MillerKnoll to support causes that align with our values, so we can build a more sustainable, equitable, and beautiful future for everyone.
About the Role
We’re looking for a highly skilled and ...",-1,10000+ Employees,--,Company - Public,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),-1
Data Scientist,Sasol,"Brazil, IN",$68K - $116K (Glassdoor est.),3.9,"Posting Date: Oct 25, 2025
Location: Brazil, United States
Company: Sasol
A job at Sasol is a career made by you, with purpose, development opportunities, benefits to support every stage of life and a working culture that embraces flexibility, diversity,

Purpose of Job
As a Data Scientist at Sasol, you will drive digital transformation initiatives for Sasol’s global Chemicals business. In this role, you will leverage advanced data-driven techniques to enhance business performance. With your exp...",-1,10000+ Employees,1950,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$10+ billion (USD),-1
Data Scientist,APR Supply co.,"Lebanon, PA",-1,3.7,"About APR Supply Co.
APR Supply Co. is a century-strong leader in the HVAC and Plumbing distribution industry — and we’re redefining how data powers our business. As part of our ongoing digital transformation, we’re building a modern, AI-enabled data platform centered on Microsoft Fabric to unlock intelligent insights, automate operations, and elevate customer experience.
We’re seeking an accomplished Data Scientist to help architect and advance this platform—integrating structured and unstructu...",-1,201 to 500 Employees,1922,Company - Private,Wholesale,Retail & Wholesale,$100 to $500 million (USD),-1
Staff AI Scientist - Machine Learning (US/KR),Gauss Labs,"Palo Alto, CA",$151K - $202K (Glassdoor est.),3.8,"We are seeking highly motivated AI Scientists to serve as technical leaders who shape the long-term direction of multiple initiatives. In this role, you will solve complex and novel ML challenges, introduce transformative approaches, and ensure that innovation is applied at scale across projects. You will mentor junior/senior peers, influencing both engineering and product strategy. Their scope extends from direct execution to setting vision and ensuring sustainable growth in technical capabilit...",-1,Unknown,--,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,-1
Associate Data Scientist,Turning Stone Enterprises,"Verona, NY",$82K (Employer provided),3.4,"Job Requirements

** Starting Salary Rate: $82,000 yearly **
Are you passionate about turning data into strategic insights? As an Associate Data Scientist, you'll play a pivotal role in driving business transformation and growth through advanced and predictive analytics. You'll leverage cutting-edge data science techniques to enhance reporting, develop new analytical approaches, and provide impactful recommendations across all business functions.

In this role, you'll collaborate with internal s...",-1,Unknown,--,Company - Public,Gambling,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,-1
Marketing Data Scientist,webuyanycar.com USA,"Springfield, PA",$73K - $120K (Glassdoor est.),3.8,"Job Description

Check out what we have for you….
Earn a competitive salary, plus grow your retirement savings with our 401k plan featuring company match!
Access top-notch medical, dental, and vision benefits, including Telemedicine.
Boost your health with our wellness program and incentives.
Enjoy peace of mind with company-paid life insurance.
Celebrate with company-paid holidays and other paid time off.
Take advantage of Parental Leave to care for your family.
Benefit from exclusive employee ...",-1,201 to 500 Employees,2011,Company - Public,Vehicle Dealers,Retail & Wholesale,$500 million to $1 billion (USD),-1
Data Scientist,Ford Motor Company,"Dearborn, MI",$98K - $130K (Glassdoor est.),3.9,"We are seeking a highly capable and analytical individual to join our Business and Sales Planning Analytics (BSPA) Used Vehicle Valuations team. The primary responsibility of this role is to perform in-depth analysis and modeling of used vehicle residual values, auction prices, and market drivers for the U.S. and Canadian used vehicle markets. The analyst will play a crucial role in supporting key business processes through accurate forecasting, quantifying value gaps, and providing actionable i...",-1,10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1
"Senior, Data Scientist",Walmart,"Bentonville, AR",$90K - $234K (Employer provided),3.4,"Position Summary...
What you'll do...
We are seeking a highly skilled and strategic Senior Data Scientist to join our Marketplace Payments & Financial Services team. In this role, you will drive data driven decision making and develop advanced models that power key financial products such as working capital, faster payouts, manages risk related to seller payouts and other seller-facing financial services.
You will partner closely with Product, Engineering, Risk, and Business stakeholders to deli...",-1,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),-1
Data Scientist,UST Global,"Alpharetta, GA",$86K - $129K (Employer provided),3.8,"1 Opening
Alpharetta

Role description
Data Scientist
Lead I - Data Science

Who We Are:",-1,10000+ Employees,1999,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,"Zipcar, Inc.","Boston, MA",$120K - $145K (Employer provided),3.8,"About the Role
As our Data Scientist, you’ll be responsible for building and scaling models that support our core business areas: fleet planning, pricing strategy, member segmentation, and demand forecasting. You’ll own and evolve key models, such as time series demand forecasting and customer geo-segmentation classification and help create new capabilities. Your work will directly influence capital investments, strategy, and how we serve our members across North America.
This is a high-impact, ...",-1,201 to 500 Employees,2000,Subsidiary or Business Segment,Car & Truck Rental,Transportation & Logistics,$100 to $500 million (USD),-1
